t_index term df
3368 portray 1
3369 pose 2
3370 posit 13
3371 possess 1
3372 possibl 41
3373 post 12
3374 postelect 1
3375 poster 2
3376 postpon 6
3377 postur 2
3378 postwar 1
3379 pot 1
3380 potenti 4
3381 pothol 1
3382 potter 1
3383 poultri 1
3384 pound 1
3385 pour 5
3386 poverti 2
3387 pow 4
3388 powel 1
3389 power 57
3390 powerhous 1
3391 pozarevac 1
3392 practic 10
3393 pradesh 4
3394 prais 2
3395 pramod 1
3396 pray 1
3397 prayer 3
3398 precari 1
3399 precaut 3
3400 preced 2
3401 precis 2
3402 predecessor 2
3403 predict 11
3404 prefer 2
3405 preliminari 4
3406 prelud 2
3407 premium 1
3408 prepar 22
3409 preparatori 1
3410 presenc 3
3411 present 15
3412 preserv 2
3413 presid 104
3414 presidenti 43
3415 press 14
3416 pressur 14
3417 presum 1
3418 preteen 1
3419 pretend 1
3420 pretti 8
3421 prevent 7
3422 preview 2
3423 previou 5
3424 previous 2
3425 pri 7
3426 price 7
3427 priest 2
3428 primari 6
3429 prime 26
3430 print 2
3431 prior 2
3432 prioriti 2
3433 prison 34
3434 pristina 1
3435 privaci 1
3436 privat 4
3437 prize 1
3438 pro 2
3439 probabl 15
3440 probe 1
3441 problem 18
3442 proce 2
3443 procedur 4
3444 proceed 7
3445 process 23
3446 proclaim 1
3447 produc 4
3448 product 3
3449 profession 3
3450 professor 8
3451 profil 7
3452 profit 3
3453 program 5
3454 progress 7
3455 prohibit 1
3456 project 2
3457 prolong 3
3458 promin 1
3459 promis 18
3460 promot 12
3461 prompt 8
3462 prone 2
3463 pronounc 3
3464 proof 3
3465 prope 1
3466 propel 1
3467 proper 3
3468 properti 3
3469 proport 2
3470 propos 1
3471 proposit 3
3472 propuls 3
3473 prosecut 5
3474 prosecutor 8
3475 prospect 2
3476 prosper 4
3477 prote 1
3478 protect 7
3479 protest 21
3480 protestor 2
3481 protic 1
3482 proud 3
3483 prove 7
3484 proven 2
3485 provid 14
3486 providian 1
3487 provinc 3
3488 provis 1
3489 provoc 1
3490 provok 1
3491 prowl 1
3492 psycholog 1
3493 psychosi 1
3494 public 31
3495 publicli 3
3496 publish 3
3497 pull 23
3498 punctuat 3
3499 punish 3
3500 puppet 1
3501 purchas 4
3502 purdum 1
3503 pure 1
3504 purg 1
3505 purpos 2
3506 purs 1
3507 pursu 8
3508 push 7
3509 put 28
3510 putin 16
3511 puzzl 2
3512 pyongyang 1
3513 pyramid 1
3514 quak 25
3515 qualif 2
3516 qualiti 2
3517 quarantin 1
3518 quarter 5
3519 quarterfin 1
3520 queen 1
3521 question 28
3522 quick 10
3523 quicker 1
3524 quickli 13
3525 quiet 1
3526 quietli 3
3527 quietud 1
3528 quip 1
3529 quit 10
3530 quot 6
3531 r 1
3532 race 19
3533 rack 1
3534 racket 3
3535 radar 5
3536 raddatz 1
3537 radiat 1
3538 radio 26
3539 radioprograma 7
3540 raft 1
3541 rafter 4
3542 rage 2
3543 rail 1
3544 railway 1
3545 rain 7
3546 raini 4
3547 rais 7
3548 raj 1
3549 rajasthan 3
3550 rajesh 1
3551 ralli 32
3552 ram 4
3553 ramallah 2
3554 ramesh 1
3555 ramirez 2
3556 ramiy 1
3557 ramo 1
3558 ran 5
3559 ranch 2
3560 rancor 2
3561 randi 4
3562 random 2
3563 rang 11
3564 rank 7
3565 rann 1
3566 rapid 2
3567 rapidli 1
3568 rapist 1
3569 rapproch 2
3570 rare 10
3571 rate 2
3572 rather 7
3573 ratifi 1
3574 rattl 5
3575 ravin 4
3576 ray 2
3577 razor 1
3578 rdr 3
3579 reach 27
3580 react 1
3581 reaction 3
3582 reactor 2
3583 read 10
3584 readi 11
3585 reaffirm 2
3586 real 11
3587 realist 2
3588 realiti 1
3589 realiz 4
3590 realli 17
3591 rear 7
3592 reason 21
3593 rebel 3
3594 rebroadcast 1
3595 rebuild 3
3596 recant 1
3597 recap 1
3598 receiv 24
3599 recent 26
3600 recess 1
3601 recipi 1
3602 recogn 3
3603 recognit 2
3604 recommend 4
3605 reconcili 1
3606 reconsid 1
3607 record 10
3608 recount 4
3609 recov 21
3610 recoveri 9
3611 recreat 1
3612 recruit 3
3613 rectifi 1
3614 recuper 2
3615 red 23
3616 redford 1
3617 reduc 4
3618 reebok 1
3619 reeker 1
3620 refer 10
3621 refin 1
3622 refineri 2
3623 reflect 3
3624 reform 7
3625 refrain 1
3626 refuel 10
3627 refug 1
3628 refuge 2
3629 refus 14
3630 regain 3
3631 regalia 1
3632 regard 4
3633 regim 9
3634 region 18
3635 regist 10
3636 registri 2
3637 regul 3
3638 regular 2
3639 rehears 2
3640 reign 1
3641 reinforc 4
3642 reiter 2
3643 reject 15
3644 rekanlt 1
3645 rel 16
3646 relat 12
3647 relationship 13
3648 relax 4
3649 releas 21
3650 reli 3
3651 relief 9
3652 religi 3
3653 religion 2
3654 relinquish 3
3655 reluct 4
3656 remain 55
3657 remaind 4
3658 remark 4
3659 rematch 1
3660 rememb 9
3661 remembr 1
3662 remind 4
3663 reminisc 1
3664 remiss 5
3665 remot 3
3666 remotest 2
3667 remov 15
3668 render 1
3669 rendero 2
3670 renew 1
3671 reno 2
3672 renounc 1
3673 reopen 2
3674 repaid 2
3675 repair 2
3676 repatri 6
3677 repeat 3
3678 repeatedli 8
3679 replac 6
3680 repli 4
3681 report 64
3682 reportedli 2
3683 repres 8
3684 repress 1
3685 repris 4
3686 republ 12
3687 republican 20
3688 reput 9
3689 request 12
3690 requir 13
3691 rescu 20
3692 rescuer 13
3693 research 4
3694 resembl 1
3695 resent 4
3696 reserv 10
3697 resettl 1
3698 resid 14
3699 residenti 3
3700 resign 14
3701 resili 1
3702 resist 7
3703 resolut 5
3704 resolv 9
3705 resort 5
3706 resourc 1
3707 respect 10
3708 respond 4
3709 respons 21
3710 rest 15
3711 restaur 2
3712 restitut 2
3713 restless 1
3714 restor 14
3715 restrict 3
3716 result 17
3717 resum 3
3718 resurfac 2
3719 retail 1
3720 retak 2
3721 retali 5
3722 retir 18
3723 retract 5
3724 retreat 4
3725 retrial 1
3726 retriev 5
3727 retrospect 1
3728 return 41
3729 returne 1
3730 reunif 1
3731 rev 9
3732 reveal 5
3733 revers 4
3734 revert 1
3735 review 6
3736 reviv 1
3737 revkin 1
3738 revolut 1
3739 revolv 3
3740 reward 2
3741 reynaldo 1
3742 rg 1
3743 rhetor 1
3744 rheumat 1
3745 rhode 1
3746 ribbon 3
3747 ricardo 8
3748 rice 8
3749 richard 8
3750 richmond 2
3751 richter 5
3752 rid 1
3753 ride 4
3754 ridg 8
3755 ridicul 1
3756 rifl 5
3757 rig 5
3758 right 39
3759 rim 6
3760 ring 2
3761 ringlead 3
3762 riotou 1
3763 rip 7
3764 rippner 4
3765 rise 8
3766 risk 4
3767 riski 2
3768 riva 5
3769 river 3
3770 riversid 1
3771 rivet 1
3772 riyadh 1
3773 road 13
3774 roadblock 3
3775 roadsid 1
3776 roadway 1
3777 roam 2
3778 roar 2
3779 rob 3
3780 robber 7
3781 robberi 18
3782 robert 24
3783 robertson 1
3784 robinson 2
3785 rock 12
3786 rocket 3
3787 rocki 1
3788 rod 5
3789 rodham 4
3790 rodriguez 3
3791 roger 11
3792 rok 1
3793 roland 1
3794 role 5
3795 roll 2
3796 rolla 5
3797 romania 1
3798 ron 8
3799 ronald 1
3800 rondero 2
3801 roof 6
3802 room 4
3803 root 3
3804 rope 1
3805 rose 6
3806 rosenberg 1
3807 rosenburg 1
3808 rostenkowski 3
3809 rotat 1
3810 roth 1
3811 rough 4
3812 roughli 2
3813 round 25
3814 rout 15
3815 routin 4
3816 row 2
3817 roy 2
3818 royal 1
3819 rss 1
3820 rubber 6
3821 rubbl 10
3822 rubi 2
3823 rubin 2
3824 rug 1
3825 ruger 1
3826 ruin 5
3827 rule 40
3828 ruler 7
3829 rumbl 2
3830 rumor 12
3831 run 35
3832 rundown 1
3833 runoff 8
3834 rural 1
3835 rush 15
3836 russia 25
3837 russian 47
3838 rusti 1
3839 sack 1
3840 sad 4
3841 sadat 1
3842 sadden 4
3843 sadder 1
3844 safe 8
3845 safeti 14
3846 safin 10
3847 said 125
3848 saigon 8
3849 sail 6
3850 sailor 15
3851 sake 1
3852 sala 8
3853 sale 1
3854 saleh 1
3855 saler 1
3856 salih 1
3857 salli 1
3858 salt 1
3859 salvador 14
3860 salvadoran 9
3861 salvag 2
3862 salvat 1
3863 sama 1
3864 sampl 3
3865 sampra 12
3866 san 22
3867 sanchez 5
3868 sanction 3
3869 sandbag 2
3870 sandi 9
3871 sandrin 4
3872 sank 7
3873 santa 9
3874 santana 1
3875 santistevan 2
3876 sarajevo 2
3877 sat 4
3878 satellit 1
3879 satind 1
3880 satisfi 1
3881 satkhira 2
3882 saturday 38
3883 saudi 1
3884 save 9
3885 savvi 1
3886 saw 12
3887 say 88
3888 scale 5
3889 scandal 14
3890 scandinavian 1
3891 scant 1
3892 scapegoat 1
3893 scarc 2
3894 scare 2
3895 scath 1
3896 scatter 3
3897 scenario 2
3898 scene 15
3899 schaffer 4
3900 schedul 16
3901 scheme 2
3902 scheveck 1
3903 schism 1
3904 schlikov 1
3905 scholar 1
3906 school 9
3907 schroeder 3
3908 schwartz 1
3909 scientist 4
3910 score 6
3911 scott 1
3912 scottsdal 1
3913 scour 1
3914 scrambl 1
3915 scrap 2
3916 scream 6
3917 screech 1
3918 screen 4
3919 sculptur 1
3920 se 1
3921 sea 25
3922 seab 1
3923 seal 2
3924 seamen 5
3925 search 27
3926 searcher 2
3927 season 4
3928 seat 5
3929 seattl 1
3930 seawat 1
3931 sebek 1
3932 second 31
3933 secondari 1
3934 secondli 1
3935 secreci 1
3936 secret 15
3937 secretari 26
3938 section 1
3939 secur 51
3940 see 34
3941 seed 8
3942 seek 22
3943 seem 10
3944 seen 22
3945 seismic 1
3946 seismograph 1
3947 seismolog 2
3948 seismologist 3
3949 seiz 6
3950 sele 6
3951 select 2
3952 sell 1
3953 semi 3
3954 semiautomat 1
3955 semifin 7
3956 senat 21
3957 send 16
3958 senior 13
3959 sennett 1
3960 sens 6
3961 senseless 1
3962 sensit 2
3963 sent 18
3964 sentenc 16
3965 sentiment 1
3966 separ 4
3967 separatist 2
3968 septemb 14
3969 serb 6
3970 serbia 11
3971 serbian 6
3972 seren 3
3973 serena 5
3974 serga 3
3975 seri 12
3976 serial 1
3977 seriou 14
3978 serious 6
3979 serov 1
3980 serv 30
3981 servant 1
3982 servic 34
3983 servicemen 4
3984 session 6
3985 set 31
3986 seth 1
3987 settl 4
3988 settlement 3
3989 seventh 5
3990 sever 43
3991 sexual 3
3992 sgt 2
3993 shack 1
3994 shade 1
3995 shadow 1
3996 shaeffer 1
3997 shah 1
3998 shailesh 1
3999 shake 8
4000 shaken 3
4001 shallow 2
4002 shape 6
4003 share 2
4004 sharon 1
4005 sharp 1
4006 sharpen 2
4007 sharper 1
4008 sharpli 1
4009 shatter 11
4010 shear 2
4011 shebeck 1
4012 sheet 4
4013 shelle 2
4014 shelli 1
4015 shelter 4
4016 shelti 1
4017 sheriff 6
4018 sherman 1
4019 sherri 1
4020 shift 2
4021 shine 1
4022 ship 16
4023 shipman 1
4024 shkval 1
4025 shock 10
4026 shook 17
4027 shoot 9
4028 shootout 1
4029 shop 11
4030 shopper 1
4031 shorelin 1
4032 short 7
4033 shortag 1
4034 shortli 9
4035 shot 19
4036 shotgun 5
4037 shotmak 1
4038 shoulder 1
4039 shout 3
4040 shovel 8
4041 show 26
4042 showcas 2
4043 showdown 1
4044 shown 3
4045 shred 3
4046 shrink 1
4047 shultz 3
4048 shut 3
4049 shutdown 1
4050 shuttl 2
4051 sibl 1
4052 sick 2
4053 side 23
4054 sidelin 5
4055 sieg 2
4056 siev 2
4057 siewert 10
4058 sifford 9
4059 sift 4
4060 sigh 1
4061 sight 9
4062 sign 29
4063 signal 8
4064 signatur 1
4065 signifi 1
4066 signific 4
4067 significantli 1
4068 sikh 1
4069 silenc 8
4070 silent 4
4071 silo 3
4072 silver 1
4073 similar 9
4074 simpl 4
4075 simpli 4
4076 simul 1
4077 simultan 3
4078 sinc 66
4079 sindh 2
4080 singapor 2
4081 singl 7
4082 sink 1
4083 sir 2
4084 siren 1
4085 sister 7
4086 sit 4
4087 site 18
4088 situat 13
4089 sixth 5
4090 sizzl 1
4091 skeptic 2
4092 sketch 4
4093 sketchi 9
4094 skill 1
4095 skim 3
4096 skin 1
4097 skip 1
4098 skull 1
4099 sky 9
4100 skyscrap 2
4101 slab 3
4102 slain 4
4103 slam 15
4104 slate 3
4105 slater 1
4106 slavador 1
4107 slay 1
4108 sleep 10
4109 slept 2
4110 slice 2
4111 slide 1
4112 slightest 1
4113 slightli 2
4114 slim 1
4115 slip 2
4116 sliver 2
4117 slobodan 17
4118 slogan 1
4119 slope 1
4120 slovakia 4
4121 slow 11
4122 sluggish 1
4123 small 39
4124 smaller 3
4125 smash 1
4126 smile 3
4127 smith 4
4128 smoke 3
4129 smooth 2
4130 smoothli 2
4131 snap 1
4132 snappi 1
4133 snarl 1
4134 soccer 1
4135 social 1
4136 socialist 3
4137 societi 5
4138 soften 1
4139 softli 1
4140 softwar 1
4141 soil 2
4142 solari 1
4143 sold 4
4144 soldier 20
4145 sole 2
4146 solid 3
4147 solidifi 1
4148 solut 1
4149 somber 2
4150 somehow 2
4151 someon 6
4152 someplac 1
4153 someth 14
4154 sometim 8
4155 somewher 2
4156 son 28
4157 soon 12
4158 sooner 1
4159 sophist 4
4160 sore 6
4161 sorri 1
4162 sort 6
4163 sorti 1
4164 sosonati 6
4165 souc 1
4166 sought 6
4167 sound 16
4168 sourc 5
4169 south 44
4170 southeast 11
4171 southeastern 6
4172 southern 18
4173 southwest 7
4174 southwestern 1
4175 soviet 2
4176 space 2
4177 spain 3
4178 spanish 3
4179 spark 5
4180 spasski 1
4181 speak 13
4182 speaker 1
4183 spearhead 1
4184 special 10
4185 specif 2
4186 spectacl 1
4187 spectacular 1
4188 specul 7
4189 sped 2
4190 speech 6
4191 speed 2
4192 spend 4
4193 spent 5
4194 sperl 2
4195 spi 13
4196 spirit 2
4197 spiritu 1
4198 splatter 1
4199 splinter 2
4200 split 3
4201 spoke 12
4202 spoken 5
4203 spokesman 37
4204 spokeswoman 8
4205 sponsor 1
4206 sport 15
4207 spot 6
4208 spotlight 1
4209 spotti 5
4210 spous 2
4211 spraig 1
4212 sprain 5
4213 sprawl 1
4214 spread 13
4215 spring 4
4216 spymast 3
4217 squad 5
4218 squar 2
4219 squat 1
4220 squeez 1
4221 stab 4
4222 stabil 5
4223 stabl 5
4224 stack 1
4225 stadium 4
4226 staff 8
4227 stafford 4
4228 stage 12
4229 stairwel 2
4230 stake 4
4231 stalem 1
4232 stall 2
4233 stamina 1
4234 stamped 2
4235 stand 19
4236 standard 1
4237 standbi 1
4238 standoff 2
4239 standstil 1
4240 star 4
4241 starrr 1
4242 start 28
4243 state 95
4244 statehous 1
4245 statement 16
4246 statewid 1
4247 station 32
4248 statu 2
4249 statur 1
4250 statut 1
4251 stay 26
4252 ste 1
4253 steadili 2
4254 steal 10
4255 stealthili 1
4256 steam 1
4257 steel 2
4258 steep 10
4259 stem 4
4260 step 31
4261 stephani 1
4262 stephen 1
4263 stern 2
4264 steve 1
4265 stewart 1
4266 stick 8
4267 stickier 4
4268 still 51
4269 sting 1
4270 stir 1
4271 stock 1
4272 stockpil 2
4273 stoko 1
4274 stokov 1
4275 stole 5
4276 stolen 4
4277 stolt 1
4278 stone 2
4279 stoni 2
4280 stood 8
4281 stool 2
4282 stop 25
4283 stoppag 2
4284 store 18
4285 stori 10
4286 storm 1
4287 stoyan 1
4288 straight 2
4289 strakov 1
4290 strang 5
4291 stranglehold 1
4292 strateg 1
4293 strategi 6
4294 streak 2
4295 street 32
4296 strength 1
4297 strengthen 2
4298 stress 5
4299 stretch 2
4300 stretcher 1
4301 stricken 1
4302 strictli 1
4303 strike 18
4304 striker 1
4305 string 1
4306 strip 3
4307 stroke 2
4308 strong 21
4309 stronger 2
4310 strongest 2
4311 stronghold 5
4312 strongli 3
4313 struck 12
4314 structur 8
4315 struggl 14
4316 stuck 1
4317 student 9
4318 studi 6
4319 stumbl 8
4320 stun 5
4321 stung 1
4322 sturdi 1
4323 sturdier 1
4324 style 4
4325 sub 9
4326 subcontin 3
4327 subject 3
4328 submarin 16
4329 submerg 1
4330 submers 1
4331 submit 5
4332 subsequ 4
4333 subsidi 1
4334 subsidiari 3
4335 substanti 1
4336 substitut 1
4337 suburb 5
4338 suburban 1
4339 subvert 2
4340 succeed 1
4341 success 8
4342 successor 4
4343 succumb 2
4344 suchitepequez 5
4345 sudden 9
4346 suddenli 4
4347 suez 3
4348 suffer 21
4349 suggest 7
4350 suicid 7
4351 suit 12
4352 suitabl 2
4353 suitcas 2
4354 sultan 4
4355 sum 1
4356 summari 1
4357 summer 2
4358 summit 19
4359 sun 2
4360 sunda 1
4361 sunday 43
4362 sunk 1
4363 sunken 7
4364 sunni 2
4365 superbl 1
4366 supermarket 2
4367 supervis 2
4368 supervisor 1
4369 suppli 9
4370 support 40
4371 suppos 2
4372 suppress 3
4373 suprem 14
4374 surat 3
4375 sure 16
4376 surf 1
4377 surfac 6
4378 surgeon 1
4379 surgeri 2
4380 surnia 1
4381 surpass 1
4382 surpris 4
4383 surreal 3
4384 surrend 5
4385 surround 8
4386 surveil 2
4387 survey 9
4388 surviv 16
4389 survivor 17
4390 susan 9
4391 susann 1
4392 suscept 1
4393 susi 3
4394 suspect 21
4395 suspend 9
4396 suspens 3
4397 suspici 2
4398 suspicion 6
4399 sustain 1
4400 swallow 1
4401 swarm 1
4402 swat 1
4403 sway 13
4404 sweden 1
4405 sweep 4
4406 swell 4
4407 swept 9
4408 swift 1
4409 swim 1
4410 swing 1
4411 swiss 3
4412 switch 3
4413 swollen 1
4414 sworn 1
4415 sydney 3
4416 sylvest 1
4417 sylvia 1
4418 symbol 2
4419 sympathi 4
4420 symptom 1
4421 system 7
4422 systemat 1
4423 tabl 2
4424 tableaux 1
4425 tablecloth 1
4426 tabloid 1
4427 tacoma 1
4428 tactic 1
4429 tailor 4
4430 taint 2
4431 taiwan 2
4432 take 54
4433 taken 18
4434 takeov 4
4435 talent 1
4436 talk 29
4437 tall 1
4438 tallahasse 1
4439 talli 3
4440 tamil 1
4441 tanang 1
4442 tanjug 1
4443 tank 4
4444 tanzania 1
4445 tape 6
4446 target 7
4447 tariff 1
4448 tarnish 2
4449 task 2
4450 tast 1
4451 tax 1
4452 taxi 2
4453 teacher 4
4454 team 23
4455 tear 9
4456 technic 3
4457 technician 1
4458 technolog 6
4459 tecla 1
4460 teem 1
4461 telephon 17
4462 televis 23
4463 tell 19
4464 temblor 5
4465 temperatur 3
4466 templ 2
4467 tempo 1
4468 temporari 2
4469 temporarili 5
4470 ten 4
4471 tend 2
4472 tender 1
4473 tennesse 3
4474 tenni 6
4475 tens 3
4476 tension 4
4477 tent 6
4478 tenth 1
4479 ter 1
4480 term 20
4481 terrain 1
4482 terribl 9
4483 terrifi 1
4484 terrifyingli 1
4485 territori 3
4486 terror 16
4487 terrorist 15
4488 test 6
4489 testifi 1
4490 testimoni 5
4491 testud 4
4492 tethani 1
4493 texa 19
4494 text 1
4495 textil 2
4496 th 1
4497 thank 11
4498 theme 1
4499 theodor 1
4500 theoret 1
4501 theori 2
4502 thereaft 1
4503 therefor 3
4504 thevenot 2
4505 thi 1
4506 thick 4
4507 thicker 2
4508 thing 31
4509 think 41
4510 third 23
4511 thirdli 1
4512 thoma 2
4513 thompson 1
4514 though 19
4515 thought 18
4516 thousand 22
4517 threadbar 1
4518 threat 17
4519 threaten 7
4520 throughout 8
4521 thrown 2
4522 thu 3
4523 thug 2
4524 thursday 36
4525 tia 2
4526 tie 19
4527 tiebreak 1
4528 tight 3
4529 tightest 1
4530 tightli 1
4531 till 1
4532 tilt 1
4533 tim 5
4534 time 82
4535 timocka 1
4536 tini 5
4537 tiot 1
4538 tip 5
4539 titl 11
4540 tito 2
4541 tl 1
4542 tobacco 1
4543 tod 2
4544 today 48
4545 todd 4
4546 togeth 18
4547 toietnam 1
4548 tokov 1
4549 tokyo 8
4550 told 40
4551 toledo 3
4552 tolkach 1
4553 toll 16
4554 tolli 1
4555 tom 10
4556 tomb 1
4557 tomorrow 9
4558 ton 4
4559 tone 7
4560 tong 1
4561 toni 2
4562 tonig 1
4563 tonight 17
4564 took 43
4565 tool 1
4566 top 34
4567 topmost 1
4568 toppl 6
4569 torch 2
4570 tore 5
4571 torn 1
4572 torpedo 18
4573 tortur 5
4574 toss 3
4575 total 16
4576 touch 6
4577 tough 3
4578 tour 7
4579 tourist 2
4580 tournament 12
4581 toward 9
4582 tower 4
4583 town 20
4584 townspeopl 1
4585 toy 1
4586 track 9
4587 trade 20
4588 trader 1
4589 tradit 7
4590 traffic 4
4591 traffick 6
4592 tragedi 8
4593 tragic 3
4594 trail 7
4595 train 5
4596 trainer 5
4597 trait 1
4598 trampl 1
4599 tran 1
4600 trang 1
4601 tranquil 3
4602 transact 2
4603 transcript 1
4604 transfer 2
4605 transform 1
4606 transit 7
4607 translat 2
4608 transpar 7
4609 transpir 1
4610 transport 7
4611 trap 10
4612 trash 1
4613 travel 7
4614 treasur 4
4615 treat 4
4616 treati 1
4617 treatment 8
4618 tree 7
4619 tremor 4
4620 tri 70
4621 trial 21
4622 tribun 1
4623 tribut 1
4624 trick 3
4625 tricki 5
4626 trickl 2
4627 trigger 6
4628 trim 3
4629 trip 16
4630 tripl 1
4631 triumph 1
4632 troop 5
4633 troubl 10
4634 trounc 1
4635 truck 7
4636 trucker 1
4637 true 5
4638 truli 2
4639 truman 1
4640 trust 3
4641 truth 4
4642 tu 1
4643 tube 2
4644 tudela 6
4645 tudjman 2
4646 tuesday 31
4647 tull 5
4648 tumbl 6
4649 tumultu 2
4650 tuneup 2
4651 tunnel 1
4652 turmoil 1
4653 turn 22
4654 turnaround 2
4655 turnout 4
4656 tusca 1
4657 tv 6
4658 twelfth 1
4659 twenti 3
4660 twice 6
4661 twin 1
4662 twist 4
4663 type 5
4664 typic 1
4665 tyrant 2
4666 tyson 4
4667 ueno 2
4668 ultim 4
4669 ultra 1
4670 ultramodern 1
4671 unabl 2
4672 unaccept 1
4673 unaccount 7
4674 unannounc 4
4675 unavoid 1
4676 unbeaten 1
4677 uncertainti 5
4678 unchang 1
4679 uncharacterist 2
4680 unclear 5
4681 uncommit 2
4682 uncondit 2
4683 unconfirm 1
4684 undecid 2
4685 undemocrat 1
4686 undercut 4
4687 undermin 3
4688 underneath 1
4689 underscor 1
4690 understand 13
4691 undertak 2
4692 undertaken 3
4693 underwat 7
4694 underway 3
4695 undisclos 1
4696 unduli 2
4697 unearth 1
4698 unesco 1
4699 unexpect 5
4700 unexpectedli 1
4701 unfair 2
4702 unfett 3
4703 unfold 3
4704 unfortun 2
4705 unhappi 2
4706 unharm 1
4707 unicef 1
4708 unidentifi 1
4709 unifi 7
4710 uniform 6
4711 unintend 1
4712 union 9
4713 unionist 1
4714 uniqu 1
4715 unit 47
4716 uniti 4
4717 univers 9
4718 unjust 2
4719 unknown 7
4720 unleash 4
4721 unless 2
4722 unlik 6
4723 unnam 1
4724 unnecessari 1
4725 unpreced 1
4726 unpredict 1
4727 unquestion 1
4728 unravel 1
4729 unresolv 2
4730 unrest 6
4731 unsaf 1
4732 unschedul 2
4733 unscript 1
4734 unseat 1
4735 unselfish 1
4736 unsettl 1
4737 unshaken 2
4738 unspecifi 1
4739 unsuccess 5
4740 untreat 2
4741 unusu 10
4742 upcom 4
4743 updat 2
4744 upheav 1
4745 upon 5
4746 upris 5
4747 upscal 3
4748 upset 6
4749 ureg 1
4750 urg 22
4751 urgenc 2
4752 uruguay 1
4753 us 43
4754 usa 1
4755 use 55
4756 uss 12
4757 usual 5
4758 util 2
4759 uttar 4
4760 utterli 6
4761 uzic 1
4762 va 4
4763 vacanc 2
4764 vacant 2
4765 vacat 2
4766 vadim 3
4767 vajpaye 3
4768 valdimir 1
4769 valentin 8
4770 valu 2
4771 valuabl 2
4772 van 2
4773 vanek 3
4774 vanish 1
4775 varga 1
4776 varieti 2
4777 variou 1
4778 vast 3
4779 vecernj 1
4780 vehicl 7
4781 veil 4
4782 velimir 1
4783 vellari 1
4784 vendor 1
4785 ventur 4
4786 venu 6
4787 verandah 2
4788 verbal 1
4789 version 1
4790 vessel 3
4791 vest 2
4792 vestig 1
4793 veteran 2
4794 vibrat 1
4795 vice 20
4796 victim 22
4797 victor 8
4798 victori 19
4799 video 7
4800 videotap 4
4801 vietnam 16
4802 vietnames 12
4803 view 6
4804 viewer 1
4805 vigil 5
4806 vigor 4
4807 vila 1
4808 villag 7
4809 vineet 2
4810 vintag 1
4811 violat 6
4812 violenc 16
4813 violent 5
4814 virgin 1
4815 virginia 1
4816 virtual 1
4817 viru 4
4818 visa 1
4819 visibl 6
4820 vision 1
4821 visit 32
4822 visitor 1
4823 visual 1
4824 vitali 1
4825 vivid 1
4826 vlademi 1
4827 vladimir 18
4828 vladimiro 9
4829 voa 11
4830 vocal 1
4831 vodafon 5
4832 vojislav 10
4833 volcano 1
4834 volunt 2
4835 von 1
4836 vote 26
4837 voter 10
4838 vow 6
4839 vu 1
4840 vulner 1
4841 wa 1
4842 wage 1
4843 waifish 1
4844 wail 6
4845 wait 16
4846 waiv 1
4847 waiver 2
4848 wake 3
4849 walk 9
4850 walker 1
4851 wall 14
4852 wander 6
4853 wane 2
4854 want 39
4855 war 30
4856 warden 1
4857 warehous 1
4858 warhead 1
4859 warili 1
4860 warm 1
4861 warmer 1
4862 warmup 1
4863 warn 23
4864 warner 1
4865 warrant 4
4866 warren 3
4867 warship 1
4868 wartim 2
4869 wash 3
4870 washington 32
4871 watch 10
4872 watcher 2
4873 watchman 2
4874 watchtow 1
4875 water 7
4876 wave 7
4877 way 47
4878 weak 7
4879 weaken 1
4880 wealth 3
4881 wealthi 2
4882 weapon 15
4883 weaponri 3
4884 wear 6
4885 weari 1
4886 weather 16
4887 web 2
4888 websit 2
4889 webster 2
4890 wed 2
4891 wednesday 23
4892 week 69
4893 weekend 12
4894 weekli 1
4895 weep 6
4896 weight 3
4897 welcom 6
4898 well 34
4899 wen 1
4900 wendi 1
4901 went 25
4902 wep 1
4903 wesley 1
4904 west 35
4905 western 17
4906 westward 1
4907 wgbh 2
4908 whatev 8
4909 wheaton 1
4910 wheeler 1
4911 whenev 2
4912 whereabout 3
4913 wherev 2
4914 whether 28
4915 whilst 1
4916 whisk 1
4917 whistl 1
4918 white 39
4919 whitewat 8
4920 whoever 1
4921 whole 18
4922 whose 20
4923 wichita 1
4924 wide 12
4925 widen 1
4926 wider 1
4927 widespread 4
4928 wield 4
4929 wife 25
4930 wild 2
4931 will 4
4932 william 22
4933 wilson 7
4934 wimbledon 6
4935 win 21
4936 wind 5
4937 windfal 1
4938 window 8
4939 winner 6
4940 winter 2
4941 wipe 3
4942 wire 3
4943 wisdom 1
4944 wise 1
4945 wit 14
4946 withdraw 2
4947 withdrawn 4
4948 withdrew 2
4949 withheld 2
4950 within 18
4951 without 14
4952 withstand 1
4953 witless 2
4954 wive 1
4955 wo 7
4956 wodi 1
4957 woke 1
4958 wolf 1
4959 woman 7
4960 women 12
4961 wonder 6
4962 woo 2
4963 wood 6
4964 wooden 1
4965 woodgouskov 1
4966 woodland 1
4967 woodrow 1
4968 woolridg 1
4969 word 14
4970 wore 3
4971 work 47
4972 worker 30
4973 workforc 2
4974 worl 1
4975 world 31
4976 worldwid 4
4977 worn 1
4978 worri 13
4979 wors 4
4980 worship 7
4981 worst 7
4982 worth 5
4983 worthsal 1
4984 would 72
4985 wound 12
4986 wrap 2
4987 wrath 1
4988 wrc 1
4989 wreck 2
4990 wreckag 7
